date,city,death,pm10,tempF,o3,dow,season
1987-10-23,denv,13,2.7640449438,54.25,-4.867522366,Friday,Autumn
1987-10-24,denv,14,11.459512039,41.25,-14.12356931,Saturday,Autumn
1987-10-25,denv,18,2.8305084746,52.75,-5.534977834,Sunday,Autumn
1987-10-26,denv,15,NA,52.5,-8.987362457,Monday,Autumn
1987-10-27,denv,12,2.9375,46.0,-7.402243649,Tuesday,Autumn
1987-10-28,denv,29,0.8636363636,55.25,-10.37440141,Wednesday,Autumn
1987-10-29,denv,25,-5.154285714,61.0,-12.84451811,Thursday,Autumn
1987-10-30,denv,19,-7.943275634,54.25,-16.2061185,Friday,Autumn
1987-10-31,denv,21,NA,54.5,-6.7571374,Saturday,Autumn
1987-11-01,denv,18,4.75,56.0,-13.11655129,Sunday,Autumn
1987-11-02,denv,22,-8.25,52.75,-12.37865709,Monday,Autumn
1987-11-03,denv,18,NA,53.75,-14.31479814,Tuesday,Autumn
1987-11-04,denv,15,NA,52.0,-11.61703504,Wednesday,Autumn
1987-11-05,denv,17,17.706282489,51.0,-14.28945842,Thursday,Autumn
1987-11-06,denv,16,NA,49.5,-16.56384505,Friday,Autumn
1987-11-07,denv,22,-20.79012346,50.0,-5.245096972,Saturday,Autumn
1987-11-08,denv,17,NA,43.25,-4.531481738,Sunday,Autumn
1987-11-09,denv,9,-3.691358025,44.0,-10.96309549,Monday,Autumn
1987-11-10,denv,16,NA,43.75,-13.50151907,Tuesday,Autumn
1987-11-11,denv,24,-2.088978293,47.0,-12.6314777,Wednesday,Autumn
1987-11-12,denv,21,NA,49.75,-10.83797643,Thursday,Autumn
1987-11-13,denv,15,-6.6625,47.0,-10.25077471,Friday,Autumn
1987-11-14,denv,24,NA,44.75,-14.66177944,Saturday,Autumn
1987-11-15,denv,15,-23.6125,32.0,-0.540512515,Sunday,Autumn
1987-11-16,denv,22,NA,23.75,-8.523483576,Monday,Autumn
1987-11-17,denv,18,0.4848229317,30.25,-8.611824903,Tuesday,Autumn
1987-11-18,denv,21,NA,29.5,-10.6175733,Wednesday,Autumn
1987-11-19,denv,18,55.3875,39.75,-11.75138574,Thursday,Autumn
1987-11-20,denv,16,NA,41.5,-14.66743282,Friday,Autumn
1987-11-21,denv,15,25.35625,44.25,-11.15932714,Saturday,Autumn
1987-11-22,denv,14,NA,39.0,-9.924970633,Sunday,Autumn
1987-11-23,denv,14,36.692712421,34.75,-15.13642843,Monday,Autumn
1987-11-24,denv,16,NA,33.25,-12.93436071,Tuesday,Autumn
1987-11-25,denv,18,15.120253165,32.75,-14.48610922,Wednesday,Autumn
1987-11-26,denv,24,NA,27.0,-10.15709609,Thursday,Autumn
1987-11-27,denv,13,-15.86708861,26.0,-7.945091795,Friday,Autumn
1987-11-28,denv,12,NA,28.75,-7.856871088,Saturday,Autumn
1987-11-29,denv,12,15.664207386,26.0,-8.882793972,Sunday,Autumn
1987-11-30,denv,16,NA,30.5,-10.84393648,Monday,Autumn
1987-12-01,denv,29,22.865384615,32.25,-11.59552435,Tuesday,Autumn
1987-12-02,denv,19,NA,46.0,-13.08076227,Wednesday,Autumn
1987-12-03,denv,14,58.775641026,45.75,-19.27298398,Thursday,Autumn
1987-12-04,denv,15,NA,49.75,-17.89649597,Friday,Autumn
1987-12-05,denv,19,10.083258177,47.5,-18.13711062,Saturday,Autumn
1987-12-06,denv,24,NA,46.75,-12.27101637,Sunday,Autumn
1987-12-07,denv,21,7.6948051948,48.0,-7.207847072,Monday,Autumn
1987-12-08,denv,19,NA,36.25,-0.817024019,Tuesday,Autumn
1987-12-09,denv,15,5.6987179487,34.75,-10.13457418,Wednesday,Autumn
1987-12-10,denv,18,NA,50.75,-9.839845209,Thursday,Autumn
